RefSeq_ID	Entrez_Gene_ID	Symbol	Probe_Id	Chromosome	Probe_Coordinates	Definition
NM_018960.4	27232	GNMT	ILMN_1736238	6	42931172-42931187:42931273-42931306	Homo sapiens glycine N-methyltransferase (GNMT), mRNA.
NM_014329.3	23644	EDC4	ILMN_1665212	16	66475745-66475794	Homo sapiens enhancer of mRNA decapping 4 (EDC4), mRNA.
NM_020526.3	2046	EPHA8	ILMN_1756989	1	22802299-22802348	Homo sapiens EPH receptor A8 (EPHA8), transcript variant 1, mRNA.
NM_015896.2	51364	ZMYND10	ILMN_2125763	3	50378763-50378812	Homo sapiens zinc finger, MYND-type containing 10 (ZMYND10), mRNA.
NM_080671.2	23704	KCNE4	ILMN_1703110	2	223626660-223626709	Homo sapiens potassium voltage-gated channel, Isk-related family, member 4 (KCNE4), mRNA.
NM_017977.2	55057	AIM1L	ILMN_1776916	1	26544453-26544502	Homo sapiens absent in melanoma 1-like (AIM1L), mRNA.
NM_024302.3	79148	MMP28	ILMN_1791508	17	34093034-34093083	Homo sapiens matrix metallopeptidase 28 (MMP28), transcript variant 1, mRNA.
NM_001009944.1	5310	PKD1	ILMN_1669645	16	2079052-2079101	Homo sapiens polycystic kidney disease 1 (autosomal dominant) (PKD1), transcript variant 1, mRNA.
NM_057160.1	9048	ARTN	ILMN_1773295	1	44174242-44174291	Homo sapiens artemin (ARTN), transcript variant 3, mRNA.
NM_033061.2	85287	KRTAP4-7	ILMN_1718202	17	43375-43424	Homo sapiens keratin associated protein 4-7 (KRTAP4-7), mRNA.
NM_018922.2	56104	PCDHGB1	ILMN_1709824	5	140712303-140712352	Homo sapiens protocadherin gamma subfamily B, 1 (PCDHGB1), transcript variant 1, mRNA.
NM_080820.4	92675	DTD1	ILMN_1774432	20	18576746-18576795	Homo sapiens D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae) (DTD1), nuclear gene encoding mitochondrial protein, mRNA.
NM_032517.4	84569	LYZL1	ILMN_2111445	10	29599923-29599972	Homo sapiens lysozyme-like 1 (LYZL1), mRNA.
NM_020909.2	57669	EPB41L5	ILMN_2043306	2	120652735-120652784	Homo sapiens erythrocyte membrane protein band 4.1 like 5 (EPB41L5), mRNA.
NM_130853.2	5802	PTPRS	ILMN_1656338	19	5210582-5210605:5210690-5210715	Homo sapiens protein tyrosine phosphatase, receptor type, S (PTPRS), transcript variant 3, mRNA.
NM_199122.1	9238	TBRG4	ILMN_1783728	7	45139925-45139974	Homo sapiens transforming growth factor beta regulator 4 (TBRG4), transcript variant 3, mRNA.
NM_025188.2	80263	TRIM45	ILMN_1684352	1	117455592-117455641	Homo sapiens tripartite motif-containing 45 (TRIM45), mRNA.
NM_024420.1	5321	PLA2G4A	ILMN_1803561	1	185224358-185224407	Homo sapiens phospholipase A2, group IVA (cytosolic, calcium-dependent) (PLA2G4A), mRNA.
NM_016725.1	2348	FOLR1	ILMN_1698608	11	71578324-71578373	Homo sapiens folate receptor 1 (adult) (FOLR1), transcript variant 1, mRNA.
NM_020724.1	57484	RNF150	ILMN_1767446	4	142007352-142007401	Homo sapiens ring finger protein 150 (RNF150), mRNA.
NM_000411.4	3141	HLCS	ILMN_2191402	21	38123478-38123527	Homo sapiens holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase) (HLCS), mRNA.
NM_021801.3	56547	MMP26	ILMN_2206080	11	4969852-4969901	Homo sapiens matrix metallopeptidase 26 (MMP26), mRNA.
NM_153209.2	124602	KIF19	ILMN_1727833			Homo sapiens kinesin family member 19 (KIF19), mRNA.
NM_023928.3	65985	AACS	ILMN_1698554	12	124193537-124193586	Homo sapiens acetoacetyl-CoA synthetase (AACS), mRNA.
NM_001042410.1	55139	ANKZF1	ILMN_1677487	2	219809292-219809341	Homo sapiens ankyrin repeat and zinc finger domain containing 1 (ANKZF1), transcript variant 2, mRNA.
NM_013376.3	29950	SERTAD1	ILMN_1794017	19	45620407-45620456	Homo sapiens SERTA domain containing 1 (SERTAD1), mRNA.
XM_929476.1	57232	ZNF630	ILMN_1779341	X	47802745-47802794	PREDICTED: Homo sapiens zinc finger protein 630, transcript variant 2 (ZNF630), mRNA.
NM_001015887.1	152404	IGSF11	ILMN_1753502	3	120102495-120102544	Homo sapiens immunoglobulin superfamily, member 11 (IGSF11), transcript variant 2, mRNA.
NM_001015887.1	152404	IGSF11	ILMN_1672693	3	120236078-120236119:120236120-120236127	Homo sapiens immunoglobulin superfamily, member 11 (IGSF11), transcript variant 2, mRNA.
NM_005204.2	1326	MAP3K8	ILMN_1741159	10	30750322-30750371	Homo sapiens mitogen-activated protein kinase kinase kinase 8 (MAP3K8), mRNA.
NM_199127.1	91227	GGTLC2	ILMN_2403896	22	21319236-21319285	Homo sapiens gamma-glutamyltransferase light chain 2 (GGTLC2), transcript variant 1, mRNA.
NM_145235.3	92565	FANK1	ILMN_1773126	10	127676006-127676044:127677120-127677130	Homo sapiens fibronectin type III and ankyrin repeat domains 1 (FANK1), mRNA.
NM_172364.4	93589	CACNA2D4	ILMN_1696317	12	1901373-1901422	Homo sapiens calcium channel, voltage-dependent, alpha 2/delta subunit 4 (CACNA2D4), mRNA.
NM_001076682.2	4684	NCAM1	ILMN_2398184	11	112622300-112622302:112631809-112631855	Homo sapiens neural cell adhesion molecule 1 (NCAM1), transcript variant 3, mRNA.
NM_018956.3	11092	C9orf9	ILMN_1813837	9	134753552-134753601	Homo sapiens chromosome 9 open reading frame 9 (C9orf9), mRNA.
XM_001128133.1	4950	OCLN	ILMN_1731729			PREDICTED: Homo sapiens occludin (OCLN), mRNA.
NM_005114.2	9957	HS3ST1	ILMN_2228035	4	11400145-11400194	Homo sapiens heparan sulfate (glucosamine) 3-O-sulfotransferase 1 (HS3ST1), mRNA.
NM_002113.2	3078	CFHR1	ILMN_1754137	1	195055627-195055655:195061230-195061250	Homo sapiens complement factor H-related 1 (CFHR1), mRNA.
NM_005938.2	4303	FOXO4	ILMN_1712095	X	70240007-70240056	Homo sapiens forkhead box O4 (FOXO4), mRNA.
NM_032233.2	84193	SETD3	ILMN_1679577	14	99879335-99879384	Homo sapiens SET domain containing 3 (SETD3), transcript variant 1, mRNA.
NM_032233.2	84193	SETD3	ILMN_1724504	14	99864158-99864207	Homo sapiens SET domain containing 3 (SETD3), transcript variant 1, mRNA.
NM_003252.3	7073	TIAL1	ILMN_2351309	10	121334271-121334320	Homo sapiens TIA1 cytotoxic granule-associated RNA binding protein-like 1 (TIAL1), transcript variant 1, mRNA. XM_945560 XM_945564 XM_945566 XM_945569 XM_945570 XM_945572 XM_945573
NM_005369.3	4168	MCF2	ILMN_1752750	X	138664104-138664153	Homo sapiens MCF.2 cell line derived transforming sequence (MCF2), transcript variant 2, mRNA.
NM_022736.1	64747	MFSD1	ILMN_1789751	3	158547280-158547329	Homo sapiens major facilitator superfamily domain containing 1 (MFSD1), mRNA.
NM_198970.1	166	AES	ILMN_2333107	19	3053681-3053730	Homo sapiens amino-terminal enhancer of split (AES), transcript variant 3, mRNA.
NM_004669.2	9022	CLIC3	ILMN_1796423	9	139889164-139889213	Homo sapiens chloride intracellular channel 3 (CLIC3), mRNA.
NM_001008273.1	29114	TAGLN3	ILMN_2342554	3	111719733-111719782	Homo sapiens transgelin 3 (TAGLN3), transcript variant 3, mRNA.
NM_001008273.1	29114	TAGLN3	ILMN_1698179	3	111732535-111732584	Homo sapiens transgelin 3 (TAGLN3), transcript variant 3, mRNA.
NM_019043.3	54518	APBB1IP	ILMN_1801710	10	26840683-26840732	Homo sapiens amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein (APBB1IP), mRNA.
NM_003076.4	6602	SMARCD1	ILMN_1727173	12	48776968-48777017	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 (SMARCD1), transcript variant 1, mRNA.
NM_173815.4	283848	CES8	ILMN_1699852	16	65601042-65601091	Homo sapiens carboxylesterase 8 (putative) (CES8), mRNA.
NM_015078.2	23101	MCF2L2	ILMN_2064355	3	184378641-184378690	Homo sapiens MCF.2 cell line derived transforming sequence-like 2 (MCF2L2), mRNA.
NM_213597.2	124751	KRBA2	ILMN_1685202	17	8272417-8272451:8272452-8272466	Homo sapiens KRAB-A domain containing 2 (KRBA2), mRNA.
NM_006254.3	5580	PRKCD	ILMN_1682813	3	53174207-53174256	Homo sapiens protein kinase C, delta (PRKCD), transcript variant 1, mRNA.
NM_006254.3	5580	PRKCD	ILMN_1801105	3	53199178-53199227	Homo sapiens protein kinase C, delta (PRKCD), transcript variant 1, mRNA.
NM_176813.3	155465	AGR3	ILMN_2050246	7	16900137-16900186	Homo sapiens anterior gradient homolog 3 (Xenopus laevis) (AGR3), mRNA.
NM_007146.2	7716	VEZF1	ILMN_1705310	17	56049045-56049094	Homo sapiens vascular endothelial zinc finger 1 (VEZF1), mRNA.
NM_020426.1	57151	LYZL6	ILMN_1750902	17	34263797-34263837:34264762-34264770	Homo sapiens lysozyme-like 6 (LYZL6), mRNA.
NM_005964.1	4628	MYH10	ILMN_1815154	17	8380283-8380332	Homo sapiens myosin, heavy chain 10, non-muscle (MYH10), mRNA.
NM_002840.3	5792	PTPRF	ILMN_2380163	1	43861719-43861768	Homo sapiens protein tyrosine phosphatase, receptor type, F (PTPRF), transcript variant 1, mRNA.
NM_015227.4	23275	POFUT2	ILMN_1701482	21	46685601-46685650	Homo sapiens protein O-fucosyltransferase 2 (POFUT2), transcript variant 1, mRNA.
NM_025249.1	80726	KIAA1683	ILMN_2158003	19	18228925-18228974	Homo sapiens KIAA1683 (KIAA1683), mRNA.
NM_022779.7	64794	DDX31	ILMN_1781721	9	135469871-135469920	Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 (DDX31), transcript variant 1, mRNA.
NM_153234.3	167410	LIX1	ILMN_1691848	5	96453626-96453675	Homo sapiens Lix1 homolog (mouse) (LIX1), mRNA.
NM_001013629.1	340843	FAM23B	ILMN_1776905	10	18129613-18129662	Homo sapiens family with sequence similarity 23, member B (FAM23B), mRNA.
NR_000035.2	120329	CASP12	ILMN_2132119	11	104761216-104761250:104761897-104761911	Homo sapiens caspase 12 (gene/pseudogene) (CASP12), non-coding RNA.
NM_014375.2	26998	FETUB	ILMN_1685483	3	186370473-186370522	Homo sapiens fetuin B (FETUB), mRNA.
NM_020409.2	57129	MRPL47	ILMN_1687036	3	180803214-180803263	Homo sapiens mitochondrial ribosomal protein L47 (MRPL47), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.
NM_005663.2	7469	WHSC2	ILMN_1815083	4	1954453-1954502	Homo sapiens Wolf-Hirschhorn syndrome candidate 2 (WHSC2), mRNA.
NM_005444.1	9125	RQCD1	ILMN_2044085	2	219165366-219165369:219165583-219165628	Homo sapiens RCD1 required for cell differentiation1 homolog (S. pombe) (RQCD1), mRNA.
NM_178454.3	128338	TMEM77	ILMN_1808634	1	111461735-111461784	Homo sapiens transmembrane protein 77 (TMEM77), mRNA.
NM_004945.2	1785	DNM2	ILMN_2339377	19	10803299-10803348	Homo sapiens dynamin 2 (DNM2), transcript variant 3, mRNA.
NM_181776.1	153201	SLC36A2	ILMN_1793182	5	150674846-150674895	Homo sapiens solute carrier family 36 (proton/amino acid symporter), member 2 (SLC36A2), mRNA.
NM_175607.1	152330	CNTN4	ILMN_1709471	3	2787218-2787267	Homo sapiens contactin 4 (CNTN4), transcript variant 1, mRNA.
NM_033554.2	3113	HLA-DPA1	ILMN_1772218	6	33144417-33144466	Homo sapiens major histocompatibility complex, class II, DP alpha 1 (HLA-DPA1), mRNA.
NM_032547.1	60592	SCOC	ILMN_1768050	4	141522664-141522713	Homo sapiens short coiled-coil protein (SCOC), mRNA.
NM_006510.4	5987	TRIM27	ILMN_1655482	6	28980077-28980126	Homo sapiens tripartite motif-containing 27 (TRIM27), mRNA.
NM_004080.1	1607	DGKB	ILMN_1810335	7	14153788-14153837	Homo sapiens diacylglycerol kinase, beta 90kDa (DGKB), transcript variant 1, mRNA.
NM_184085.1	84675	TRIM55	ILMN_1702712	8	67087397-67087446	Homo sapiens tripartite motif-containing 55 (TRIM55), transcript variant 1, mRNA.
NM_024873.3	79931	TNIP3	ILMN_1707591	4	122272243-122272292	Homo sapiens TNFAIP3 interacting protein 3 (TNIP3), mRNA.
NM_018168.1	55195	C14orf105	ILMN_2083789	14	57006653-57006702	Homo sapiens chromosome 14 open reading frame 105 (C14orf105), mRNA.
NM_152295.3	6897	TARS	ILMN_1685480	5	33467825-33467874	Homo sapiens threonyl-tRNA synthetase (TARS), mRNA.
NM_001003679.1	3953	LEPR	ILMN_2234956	1	65873604-65873653	Homo sapiens leptin receptor (LEPR), transcript variant 2, mRNA.
NM_004790.3	9356	SLC22A6	ILMN_2390017	11	62744656-62744705	Homo sapiens solute carrier family 22 (organic anion transporter), member 6 (SLC22A6), transcript variant 1, mRNA.
NM_015094.2	23119	HIC2	ILMN_1652762	22	20135532-20135581	Homo sapiens hypermethylated in cancer 2 (HIC2), mRNA.
NM_000583.2	2638	GC	ILMN_1736162	4	72826407-72826451:72830732-72830736	Homo sapiens group-specific component (vitamin D binding protein) (GC), mRNA.
NM_144698.3	148741	ANKRD35	ILMN_2145153	1	144279681-144279730	Homo sapiens ankyrin repeat domain 35 (ANKRD35), mRNA.
NM_006256.2	5586	PKN2	ILMN_1706825	1	89071639-89071688	Homo sapiens protein kinase N2 (PKN2), mRNA.
NM_014586.1	30811	HUNK	ILMN_2224171	21	32298038-32298087	Homo sapiens hormonally up-regulated Neu-associated kinase (HUNK), mRNA.
NM_033282.3	94233	OPN4	ILMN_2394106	10	88415548-88415597	Homo sapiens opsin 4 (OPN4), transcript variant 1, mRNA.
NM_001002811.1	9659	PDE4DIP	ILMN_2246134	1	144930586-144930635	Homo sapiens phosphodiesterase 4D interacting protein (PDE4DIP), transcript variant 5, mRNA.
NM_033116.3	91754	NEK9	ILMN_1698386	14	74621018-74621019:74621020-74621067	Homo sapiens NIMA (never in mitosis gene a)- related kinase 9 (NEK9), mRNA.
NM_207426.1	399823	FOXI2	ILMN_1808388	10	129429219-129429268	Homo sapiens forkhead box I2 (FOXI2), mRNA.
NM_139049.1	5599	MAPK8	ILMN_2308806	10	49309264-49309313	Homo sapiens mitogen-activated protein kinase 8 (MAPK8), transcript variant JNK1-a2, mRNA.
NM_000928.2	5319	PLA2G1B	ILMN_1721549	12	120760097-120760120:120762737-120762762	Homo sapiens phospholipase A2, group IB (pancreas) (PLA2G1B), mRNA.
NM_001317.3	1442	CSH1	ILMN_2363475	17	61972507-61972556	Homo sapiens chorionic somatomammotropin hormone 1 (placental lactogen) (CSH1), transcript variant 1, mRNA.
NM_174931.1	253635	CCDC75	ILMN_1728085	2	37177152-37177201	Homo sapiens coiled-coil domain containing 75 (CCDC75), mRNA.
NM_172347.1	93107	KCNG4	ILMN_1768511	16	84255910-84255959	Homo sapiens potassium voltage-gated channel, subfamily G, member 4 (KCNG4), mRNA.
NM_001843.2	1272	CNTN1	ILMN_1661852	12	39709271-39709288:39750028-39750059	Homo sapiens contactin 1 (CNTN1), transcript variant 1, mRNA.
NM_203339.1	1191	CLU	ILMN_1691483	8	27510714-27510763	Homo sapiens clusterin (CLU), transcript variant 2, mRNA.
NM_001009820.1	6625	SNRP70	ILMN_1683049	19	54297193-54297208:54297209-54297242	Homo sapiens small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen) (SNRP70), transcript variant 2, mRNA.
NM_001692.3	525	ATP6V1B1	ILMN_1812073	2	71045957-71046006	Homo sapiens ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1 (ATP6V1B1), mRNA.
NM_001008539.2	6542	SLC7A2	ILMN_1711451	8	17456401-17456450	Homo sapiens solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 (SLC7A2), transcript variant 2, mRNA.
NM_001008539.2	6542	SLC7A2	ILMN_1781400	8	17471928-17471977	Homo sapiens solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 (SLC7A2), transcript variant 2, mRNA.
NM_001005493.1	283365	OR6C6	ILMN_1711517	12	55688501-55688550	Homo sapiens olfactory receptor, family 6, subfamily C, member 6 (OR6C6), mRNA.
NM_145018.2	220042	C11orf82	ILMN_1790100	11	82322969-82323018	Homo sapiens chromosome 11 open reading frame 82 (C11orf82), mRNA.
NM_198392.1	6943	TCF21	ILMN_1719351	6	134258098-134258147	Homo sapiens transcription factor 21 (TCF21), transcript variant 1, mRNA.
NM_198392.1	6943	TCF21	ILMN_1728570	6	134254573-134254622	Homo sapiens transcription factor 21 (TCF21), transcript variant 1, mRNA.
NM_014741.2	9776	KIAA0652	ILMN_1730930	11	46652096-46652145	Homo sapiens KIAA0652 (KIAA0652), mRNA.
NM_006753.3	6838	SURF6	ILMN_1778032	9	135187854-135187903	Homo sapiens surfeit 6 (SURF6), mRNA.
NM_021922.2	2178	FANCE	ILMN_2043452	6	35434753-35434802	Homo sapiens Fanconi anemia, complementation group E (FANCE), mRNA.
NM_005058.2	5940	RBMY1A1	ILMN_1690753	Y	22111989-22112038	Homo sapiens RNA binding motif protein, Y-linked, family 1, member A1 (RBMY1A1), mRNA.
NM_152995.4	152518	NFXL1	ILMN_1682197	4	47849419-47849468	Homo sapiens nuclear transcription factor, X-box binding-like 1 (NFXL1), mRNA.
NM_003241.2	7047	TGM4	ILMN_1669363			Homo sapiens transglutaminase 4 (prostate) (TGM4), mRNA.
NM_004925.3	360	AQP3	ILMN_1651574	9	33441447-33441496	Homo sapiens aquaporin 3 (Gill blood group) (AQP3), mRNA.
NM_001008537.1	340533	KIAA2022	ILMN_1788400	X	73870457-73870506	Homo sapiens KIAA2022 (KIAA2022), mRNA.
NM_002306.1	3958	LGALS3	ILMN_1803788	14	54681712-54681742:54681743-54681761	Homo sapiens lectin, galactoside-binding, soluble, 3 (galectin 3) (LGALS3), mRNA.
NM_002519.1	4863	NPAT	ILMN_2120965	11	107537201-107537250	Homo sapiens nuclear protein, ataxia-telangiectasia locus (NPAT), mRNA.
NM_002408.3	4247	MGAT2	ILMN_2342240	14	49159498-49159547	Homo sapiens mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase (MGAT2), mRNA.
NM_001039397.1	254272	FLJ40244	ILMN_2194980	17	18483229-18483252:18485060-18485085	Homo sapiens hypothetical protein FLJ40244 (FLJ40244), mRNA.
NM_152392.2	130872	AHSA2	ILMN_1798308	2	61267121-61267136:61267256-61267289	Homo sapiens AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) (AHSA2), mRNA.
NM_033101.2	85329	LGALS12	ILMN_1776283	11	63040497-63040546	Homo sapiens lectin, galactoside-binding, soluble, 12 (LGALS12), mRNA.
NM_012086.2	9330	GTF3C3	ILMN_1789508	2	197629320-197629369	Homo sapiens general transcription factor IIIC, polypeptide 3, 102kDa (GTF3C3), mRNA.
NM_013277.2	29127	RACGAP1	ILMN_2077550	12	48669516-48669565	Homo sapiens Rac GTPase activating protein 1 (RACGAP1), mRNA.
NM_000198.2	3284	HSD3B2	ILMN_1733462	1	119766807-119766856	Homo sapiens hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 (HSD3B2), mRNA.
NM_006621.4	10768	AHCYL1	ILMN_1770412	1	110366263-110366312	Homo sapiens adenosylhomocysteinase-like 1 (AHCYL1), mRNA.
XM_931851.1	643842	LOC643842	ILMN_1793351	12	122762637-122762686	PREDICTED: Homo sapiens hypothetical protein LOC643842 (LOC643842), mRNA.
NM_024875.2	79933	SYNPO2L	ILMN_1690253	10	75075380-75075429	Homo sapiens synaptopodin 2-like (SYNPO2L), mRNA.
NM_181270.2	113540	CMTM1	ILMN_1693494	16	65170462-65170511	Homo sapiens CKLF-like MARVEL transmembrane domain containing 1 (CMTM1), transcript variant 2, mRNA.
NM_002487.2	4692	NDN	ILMN_1692058	15	23930940-23930989	Homo sapiens necdin homolog (mouse) (NDN), mRNA.
NM_004859.3	1213	CLTC	ILMN_1756779	17	55126981-55127030	Homo sapiens clathrin, heavy chain (Hc) (CLTC), mRNA.
NM_016496.4	51257	MARCH2	ILMN_2271336	19	8389421-8389470	Homo sapiens membrane-associated ring finger (C3HC4) 2 (MARCH2), transcript variant 1, mRNA.
NM_014910.3	22847	ZNF507	ILMN_1652300	19	37570232-37570281	Homo sapiens zinc finger protein 507 (ZNF507), mRNA.
NM_001080401.1	147699	FLJ40125	ILMN_1803357	19	46003783-46003819:46003908-46003920	Homo sapiens protein phosphatase 1B-like (FLJ40125), mRNA.
NM_004893.2	9555	H2AFY	ILMN_2373495	5	134705205-134705254	Homo sapiens H2A histone family, member Y (H2AFY), transcript variant 2, mRNA.
NM_004893.2	9555	H2AFY	ILMN_2275437	5	134763343-134763392	Homo sapiens H2A histone family, member Y (H2AFY), transcript variant 2, mRNA.
NM_001002918.1	283160	OR8D2	ILMN_1745928	11	124189579-124189628	Homo sapiens olfactory receptor, family 8, subfamily D, member 2 (OR8D2), mRNA.
NM_015213.2	23258	DENND5A	ILMN_1785356	11	9166578-9166627	Homo sapiens DENN/MADD domain containing 5A (DENND5A), mRNA.
NM_138401.2	93343	FAM125A	ILMN_2121207	19	17397021-17397070	Homo sapiens family with sequence similarity 125, member A (FAM125A), mRNA.
NM_001433.3	2081	ERN1	ILMN_1731231	17	62207387-62207389:62207390-62207436	Homo sapiens endoplasmic reticulum to nucleus signaling 1 (ERN1), mRNA.
NM_003647.1	8526	DGKE	ILMN_1717946	17	52295581-52295630	Homo sapiens diacylglycerol kinase, epsilon 64kDa (DGKE), mRNA.
NM_001042480.1	54960	GEMIN8	ILMN_2364088	X	14026476-14026525	Homo sapiens gem (nuclear organelle) associated protein 8 (GEMIN8), transcript variant 1, mRNA.
NM_019107.3	56005	C19orf10	ILMN_1787844	19	4657861-4657910	Homo sapiens chromosome 19 open reading frame 10 (C19orf10), mRNA.
NM_203488.1	97	ACYP1	ILMN_1686432	14	75528391-75528440	Homo sapiens acylphosphatase 1, erythrocyte (common) type (ACYP1), transcript variant 2, mRNA.
NM_024733.3	79788	ZNF665	ILMN_1770634	19	58358387-58358436	Homo sapiens zinc finger protein 665 (ZNF665), mRNA.
NM_139164.1	134429	STARD4	ILMN_1716224	5	110861929-110861978	Homo sapiens StAR-related lipid transfer (START) domain containing 4 (STARD4), mRNA.
NM_001013617.1	541469	LOC541469	ILMN_1702797	19	43486253-43486302	Homo sapiens hypothetical protein LOC541469 (LOC541469), mRNA.
NM_178863.2	253980	KCTD13	ILMN_1786843	16	29917833-29917882	Homo sapiens potassium channel tetramerisation domain containing 13 (KCTD13), mRNA.
NM_198265.1	23626	SPO11	ILMN_2392747	20	55352081-55352130	Homo sapiens SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae) (SPO11), transcript variant 2, mRNA.
NM_019594.2	56262	LRRC8A	ILMN_1739840	9	130719871-130719920	Homo sapiens leucine rich repeat containing 8 family, member A (LRRC8A), mRNA.
NM_033068.2	93650	ACPT	ILMN_2351906	19	51297207-51297227:51297714-51297742	Homo sapiens acid phosphatase, testicular (ACPT), mRNA.
