GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
14	rs7256200	19	45411941	rs429358	2015-07-28	25188341	Beecham GW	2014-09-04	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25188341	Genome-wide association meta-analysis of neuropathologic features of Alzheimer's disease and related dementias.	Lewy body disease	up to 3,526 individuals	NA	19q13.32	APOE, LOC100129500	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.7344	3E-11	10.522878745280337	(Case/control)	0.4905	[0.35-0.63] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
14	rs7256200	19	45411941	rs429358	2015-07-28	25188341	Beecham GW	2014-09-04	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25188341	Genome-wide association meta-analysis of neuropathologic features of Alzheimer's disease and related dementias.	Lewy body disease	up to 3,526 individuals	NA	19q13.32	APOE, LOC100129500	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.7347	5E-12	11.301029995663981	(Ordinal II)	0.508	[0.36-0.65] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
14	rs7256200	19	45411941	rs429358	2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-T	rs429358	0	429358	missense_variant	0	0.84	1E-14	14.0		0.066	[0.048-0.084] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
14	rs7256200	19	45411941	rs429358	2016-09-08	26252872	Li QS	2015-08-07	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26252872	Variations in the FRA10AC1 Fragile Site and 15q21 Are Associated with Cerebrospinal Fluid Aβ1-42 Level.	Cerebral amyloid deposition (PET imaging)	up to 883 European and other ancestry individuals	NA	19q13.32	PVRL2, APOE, APOC1, APOC1P1, TOMM40	APOE			348			rs429358-T	rs429358	0	429358	missense_variant	0	0.02	8E-32	31.096910013008056		0.13	[NR] unit decrease	Illumina [~ 9000000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2016-09-08	26252872	Li QS	2015-08-07	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26252872	Variations in the FRA10AC1 Fragile Site and 15q21 Are Associated with Cerebrospinal Fluid Aβ1-42 Level.	Cerebral amyloid deposition positivity (PET imaging)	up to 350 European and other ancestry positive individuals, up to 296 European and other ancestry negative individuals	NA	19q13.32	APOE, APOC1, APOC1P1, PVRL2, TOMM40	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.85	5E-20	19.30102999566398		4.72	[4.39-5.05]	Illumina [~ 9000000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2016-10-10	26691988	Fritsche LG	2015-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26691988	A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants.	Advanced age-related macular degeneration	16,144 European ancestry cases, 17,832 European ancestry controls	473 Asian ancestry cases, 1,099 Asian ancestry controls, 52 African ancestry cases, 361 African ancestry cases, 254 other non-European ancestry cases, 694 other non-European ancestry controls	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-42	41.69897000433602	(EA)	1.4285715		Illumina [12023830] (imputed)	N
14	rs7256200	19	45411941	rs429358	2017-04-11	28078323	Raj T	2016-12-21	Neurol Genet	www.ncbi.nlm.nih.gov/pubmed/28078323	Genetic architecture of age-related cognitive decline in African Americans.	Cognitive decline (age-related)	3,964 African American ancestry individuals.	NA	19q13.32	APOE, TOMM40	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0		2E-14	13.698970004336019		0.01	unit decrease	Illumina [13900000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2017-07-18	28240269	Suhre K	2017-02-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28240269	Connecting genetic risk to disease end points through the human blood plasma proteome.	Blood protein levels	997 European ancestry individuals	338 Arab, South Asian and Filipino ancestry individuals	19q13.32	NR	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-12	11.698970004336019	(EA, Apolipoprotein E)			Affymetrix [509946]	N
14	rs7256200	19	45411941	rs429358	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Platelet count	166,066 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.1415	3E-9	8.522878745280337		0.0301972	[0.02-0.04] unit decrease	Affymetrix [~ 2500000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Red cell distribution width	171,529 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.1416	8E-26	25.096910013008056		0.05202347	[0.042-0.062] unit decrease	Affymetrix [~ 2500000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2017-11-27	29030599	Joshi PK	2017-10-13	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29030599	Genome-wide meta-analysis associates HLA-DQA1/DRB1 and LPA and lifestyle factors with human longevity.	Parental lifespan	up to 586,626 European ancestry individuals, up to 19,433 African ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.142	1E-27	27.0	(EA)	0.9	years decrease	Affymetrix, Illumina [at least 13643373] (imputed)	N
14	rs7256200	19	45411941	rs429358	2017-12-19	27029810	Joshi PK	2016-03-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27029810	Variants near CHRNA3/5 and APOE have age- and sex-related effects on human lifespan.	Mortality	138,536 British ancestry mothers, 133,545 British ancestry fathers	24,168 European ancestry individuals, 681 African ancestry individuals, 962 Afro-Caribbean individuals, 1,613 South Asian ancestry individuals, 338 Chinese ancestry individuals	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	NR	1E-20	20.0		1.107		Affymetrix [73355667] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-02-09	29263008	Guerreiro R	2018-01-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/29263008	Investigating the genetic architecture of dementia with Lewy bodies: a two-stage genome-wide association study.	Dementia with Lewy bodies	1,216 European ancestry cases, 3,791 European ancestry controls	527 European ancestry cases, 663 European ancestry controls	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.14	3E-64	63.52287874528034		2.46	[2.22-2.74]	Illumina [8397716] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-04-17	29458411	Chung J	2018-02-20	Alzheimers Res Ther	www.ncbi.nlm.nih.gov/pubmed/29458411	Genome-wide pleiotropy analysis of neuropathological traits related to Alzheimer's disease.	Neuritic plaques or cerebral amyloid angiopathy (pleiotropy)	3,135 European ancestry Alzheimer's disease cases, 463 European ancestry controls	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	5E-40	39.30102999566398				NR [6500000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-04-17	29458411	Chung J	2018-02-20	Alzheimers Res Ther	www.ncbi.nlm.nih.gov/pubmed/29458411	Genome-wide pleiotropy analysis of neuropathological traits related to Alzheimer's disease.	Neuritic plaques or neurofibrillary tangles (pleiotropy)	3,135 European ancestry Alzheimer's disease cases, 463 European ancestry controls	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-47	46.52287874528034				NR [6500000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-04-17	29458411	Chung J	2018-02-20	Alzheimers Res Ther	www.ncbi.nlm.nih.gov/pubmed/29458411	Genome-wide pleiotropy analysis of neuropathological traits related to Alzheimer's disease.	Neurofibrillary tangles or cerebral amyloid angiopathy (pleiotropy)	3,135 European ancestry Alzheimer's diseases cases, 463 European ancestry controls	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-35	34.221848749616356				NR [6500000] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	1E-14	14.0	(Stromal interaction molecule 1, STIM1.9271.101.3)	0.26	[0.2-0.32] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	1E-19	19.0	(ADP-ribosylation factor-like protein 1, ARL1.12392.30.3)	0.3	[0.24-0.36] unit decrease	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	1E-20	20.0	(Epididymal-specific lipocalin-10, LCN10.13007.66.3)	0.31	[0.25-0.37] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	1E-24	24.0	(Nuclear receptor-binding protein, NRBP1.12616.45.3)	0.34	[0.28-0.4] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	1E-25	25.0	(Beta-soluble NSF attachment protein, NAPB.12655.30.3)	0.35	[0.29-0.41] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	2E-96	95.69897000433602	(PH and SEC7 domain-containing protein 1, PSD.13055.53.3)	0.66	[0.6-0.72] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	3E-26	25.522878745280337	(PDZK1-interacting protein 1, PDZK1IP1.8260.13.3)	0.35	[0.29-0.41] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	3E-34	33.52287874528034	(Estrogen sulfotransferase, SULT1E1.9878.3.3)	0.4	[0.34-0.46] unit decrease	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	3E-418	417.52287874528037	(Leucine-rich repeat neuronal protein 1, LRRN1.11293.14.3)	1.18	[1.12-1.24] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	4E-148	147.39794000867204	(Cardiotrophin-1, CTF1.13732.79.3)	0.8	[0.74-0.86] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	4E-159	158.39794000867204	(Protein CEI, C5orf38.6378.2.3)	0.82	[0.76-0.88] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	5E-646	645.301029995664	(Tubulin-specific chaperone A, TBCA.12501.10.3)	1.34	[1.3-1.38] unit decrease	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	6E-35	34.221848749616356	(Selenoprotein S, VIMP.11286.78.3)	0.41	[0.35-0.47] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	7E-21	20.154901959985743	(Deoxycytidine kinase, DCK.9836.20.3)	0.31	[0.25-0.37] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	7E-30	29.154901959985743	(Adhesion G-protein coupled receptor F1, ADGRF1.11243.90.3)	0.38	[0.32-0.44] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	8E-12	11.096910013008056	(Epididymis-specific alpha-mannosidase, MAN2B2.9251.28.3)	0.23	[0.17-0.29] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.153	8E-26	25.096910013008056	(Killer cell immunoglobulin-like receptor 2DL5A, KIR2DL5A.7799.3.3)	0.35	[0.29-0.41] unit increase	Affymetrix [10572788] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	C-reactive protein levels	75,391 Japanese ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	7E-36	35.15490195998574		0.1086	[0.092-0.126] unit decrease novel	Illumina [6108953] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	High density lipoprotein cholesterol levels	70,657 Japanese ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-24	23.69897000433602		0.08948	[0.072-0.107] unit decrease novel	Illumina [6108953] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Low density lipoprotein cholesterol	72,866 Japanese ancestry individuals	NA	19q13.32	NR	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-71	70.39794000867204		0.1558	[0.14-0.17] unit increase novel	Illumina [6108953] (imputed)	N
14	rs7256200	19	45411941	rs429358	2018-07-30	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Total cholesterol levels	128,305 Japanese ancestry individuals	NA	19q13.32	NR	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-57	56.69897000433602		0.1052	[0.092-0.118] unit increase novel	Illumina [6108953] (imputed)	N
